fecha_mes,id_producto,stock_disponible
2022-05-01,SKU00033,15
2022-05-01,SKU00039,30
2022-05-01,SKU00048,41
2022-05-01,SKU00054,69
2022-05-01,SKU00076,263
2022-05-01,SKU00077,75
2022-05-01,SKU00109,34
2022-05-01,SKU00121,105
2022-05-01,SKU00122,39
2022-05-01,SKU00125,25
2022-05-01,SKU00146,32
2022-05-01,SKU00155,37
2022-05-01,SKU00157,51
2022-05-01,SKU00165,42
2022-05-01,SKU00197,0
2022-05-01,SKU00203,32
2022-05-01,SKU00209,129
2022-05-01,SKU00217,7
2022-05-01,SKU00228,144
2022-05-01,SKU00252,14
2022-05-01,SKU00256,58
2022-05-01,SKU00270,36
2022-05-01,SKU00289,5
2022-05-01,SKU00296,210
2022-05-01,SKU00311,146
2022-05-01,SKU00350,8
2022-05-01,SKU00360,15
2022-05-01,SKU00361,50
2022-05-01,SKU00378,27
2022-05-01,SKU00404,49
2022-05-01,SKU00407,112
2022-05-01,SKU00421,63
2022-05-01,SKU00424,41
2022-05-01,SKU00439,6
2022-05-01,SKU00444,55
2022-05-01,SKU00452,10
2022-05-01,SKU00454,67
2022-05-01,SKU00460,113
2022-05-01,SKU00463,138
2022-05-01,SKU00477,88
2022-05-01,SKU00500,63
2022-05-01,SKU00501,20
2022-05-01,SKU00506,40
2022-05-01,SKU00515,20
2022-05-01,SKU00532,20
2022-05-01,SKU00537,240
2022-05-01,SKU00540,78
2022-05-01,SKU00583,35
2022-05-01,SKU00584,18
2022-05-01,SKU00621,3
2022-05-01,SKU00627,41
2022-05-01,SKU00631,0
2022-05-01,SKU00651,183
2022-05-01,SKU00660,27
2022-05-01,SKU00675,76
2022-05-01,SKU00678,155
2022-05-01,SKU00690,13
2022-05-01,SKU00698,17
2022-05-01,SKU00708,37
2022-05-01,SKU00713,0
2022-05-01,SKU00730,75
2022-05-01,SKU00732,298
2022-05-01,SKU00737,340
2022-05-01,SKU00750,92
2022-05-01,SKU00756,88
2022-05-01,SKU00777,81
2022-06-01,SKU00010,44
2022-06-01,SKU00013,217
2022-06-01,SKU00019,67
2022-06-01,SKU00021,27
2022-06-01,SKU00033,16
2022-06-01,SKU00039,32
2022-06-01,SKU00048,24
2022-06-01,SKU00051,1
2022-06-01,SKU00053,23
2022-06-01,SKU00054,70
2022-06-01,SKU00070,40
2022-06-01,SKU00076,136
2022-06-01,SKU00077,135
2022-06-01,SKU00094,81
2022-06-01,SKU00109,24
2022-06-01,SKU00121,86
2022-06-01,SKU00122,36
2022-06-01,SKU00125,10
2022-06-01,SKU00146,41
2022-06-01,SKU00155,34
2022-06-01,SKU00157,44
2022-06-01,SKU00165,32
2022-06-01,SKU00203,40
2022-06-01,SKU00209,105
2022-06-01,SKU00217,35
2022-06-01,SKU00228,136
2022-06-01,SKU00252,53
2022-06-01,SKU00256,50
2022-06-01,SKU00270,58
2022-06-01,SKU00289,18
2022-06-01,SKU00296,229
2022-06-01,SKU00311,137
2022-06-01,SKU00317,48
2022-06-01,SKU00350,26
2022-06-01,SKU00354,310
2022-06-01,SKU00360,20
2022-06-01,SKU00361,32
2022-06-01,SKU00370,175
2022-06-01,SKU00378,21
2022-06-01,SKU00404,50
2022-06-01,SKU00407,135
2022-06-01,SKU00421,117
2022-06-01,SKU00424,47
2022-06-01,SKU00427,42
2022-06-01,SKU00439,10
2022-06-01,SKU00444,79
2022-06-01,SKU00452,17
2022-06-01,SKU00454,61
2022-06-01,SKU00460,146
2022-06-01,SKU00463,86
2022-06-01,SKU00473,77
2022-06-01,SKU00477,66
2022-06-01,SKU00488,101
2022-06-01,SKU00500,44
2022-06-01,SKU00501,4
2022-06-01,SKU00506,85
2022-06-01,SKU00515,9
2022-06-01,SKU00530,394
2022-06-01,SKU00532,35
2022-06-01,SKU00537,283
2022-06-01,SKU00540,52
2022-06-01,SKU00549,18
2022-06-01,SKU00583,45
2022-06-01,SKU00584,28
2022-06-01,SKU00621,0
2022-06-01,SKU00623,22
2022-06-01,SKU00627,54
2022-06-01,SKU00631,5
2022-06-01,SKU00632,25
2022-06-01,SKU00651,148
2022-06-01,SKU00660,35
2022-06-01,SKU00675,36
2022-06-01,SKU00678,145
2022-06-01,SKU00680,73
2022-06-01,SKU00690,14
2022-06-01,SKU00698,21
2022-06-01,SKU00703,28
2022-06-01,SKU00708,43
2022-06-01,SKU00713,12
2022-06-01,SKU00730,67
2022-06-01,SKU00732,203
2022-06-01,SKU00737,262
2022-06-01,SKU00750,103
2022-06-01,SKU00756,56
2022-06-01,SKU00758,13
2022-06-01,SKU00777,60
2022-07-01,SKU00010,20
2022-07-01,SKU00013,202
2022-07-01,SKU00019,49
2022-07-01,SKU00021,9
2022-07-01,SKU00033,28
2022-07-01,SKU00039,27
2022-07-01,SKU00048,46
2022-07-01,SKU00051,5
2022-07-01,SKU00053,21
2022-07-01,SKU00054,47
2022-07-01,SKU00059,18
2022-07-01,SKU00070,65
2022-07-01,SKU00076,214
2022-07-01,SKU00077,126
2022-07-01,SKU00094,64
2022-07-01,SKU00109,23
2022-07-01,SKU00114,18
2022-07-01,SKU00120,63
2022-07-01,SKU00121,60
2022-07-01,SKU00122,51
2022-07-01,SKU00125,38
2022-07-01,SKU00146,51
2022-07-01,SKU00155,23
2022-07-01,SKU00157,39
2022-07-01,SKU00165,21
2022-07-01,SKU00182,58
2022-07-01,SKU00203,46
2022-07-01,SKU00204,473
2022-07-01,SKU00208,1
2022-07-01,SKU00209,188
2022-07-01,SKU00217,19
2022-07-01,SKU00228,170
2022-07-01,SKU00231,20
2022-07-01,SKU00252,44
2022-07-01,SKU00256,63
2022-07-01,SKU00262,117
2022-07-01,SKU00270,61
2022-07-01,SKU00289,20
2022-07-01,SKU00296,253
2022-07-01,SKU00303,75
2022-07-01,SKU00309,10
2022-07-01,SKU00311,167
2022-07-01,SKU00317,50
2022-07-01,SKU00348,66
2022-07-01,SKU00350,11
2022-07-01,SKU00354,135
2022-07-01,SKU00360,18
2022-07-01,SKU00361,30
2022-07-01,SKU00370,84
2022-07-01,SKU00378,24
2022-07-01,SKU00404,48
2022-07-01,SKU00407,126
2022-07-01,SKU00421,81
2022-07-01,SKU00424,64
2022-07-01,SKU00427,67
2022-07-01,SKU00439,1
2022-07-01,SKU00444,70
2022-07-01,SKU00452,10
2022-07-01,SKU00454,57
2022-07-01,SKU00460,126
2022-07-01,SKU00463,103
2022-07-01,SKU00473,157
2022-07-01,SKU00477,71
2022-07-01,SKU00479,10
2022-07-01,SKU00488,82
2022-07-01,SKU00500,54
2022-07-01,SKU00501,23
2022-07-01,SKU00506,66
2022-07-01,SKU00515,15
2022-07-01,SKU00516,29
2022-07-01,SKU00530,253
2022-07-01,SKU00532,43
2022-07-01,SKU00537,162
2022-07-01,SKU00540,66
2022-07-01,SKU00549,21
2022-07-01,SKU00583,66
2022-07-01,SKU00584,18
2022-07-01,SKU00621,0
2022-07-01,SKU00623,35
2022-07-01,SKU00627,44
2022-07-01,SKU00631,17
2022-07-01,SKU00632,28
2022-07-01,SKU00651,132
2022-07-01,SKU00660,31
2022-07-01,SKU00675,50
2022-07-01,SKU00678,164
2022-07-01,SKU00680,39
2022-07-01,SKU00690,21
2022-07-01,SKU00698,22
2022-07-01,SKU00703,37
2022-07-01,SKU00708,42
2022-07-01,SKU00713,1
2022-07-01,SKU00730,53
2022-07-01,SKU00731,35
2022-07-01,SKU00732,195
2022-07-01,SKU00737,256
2022-07-01,SKU00740,19
2022-07-01,SKU00750,62
2022-07-01,SKU00756,97
2022-07-01,SKU00758,0
2022-07-01,SKU00769,55
2022-07-01,SKU00777,57
2022-07-01,SKU00785,103
2022-07-01,SKU00794,86
2022-08-01,SKU00010,31
2022-08-01,SKU00013,147
2022-08-01,SKU00017,54
2022-08-01,SKU00019,79
2022-08-01,SKU00021,28
2022-08-01,SKU00033,13
2022-08-01,SKU00039,11
2022-08-01,SKU00048,25
2022-08-01,SKU00051,5
2022-08-01,SKU00053,41
2022-08-01,SKU00054,54
2022-08-01,SKU00059,10
2022-08-01,SKU00070,59
2022-08-01,SKU00076,207
2022-08-01,SKU00077,163
2022-08-01,SKU00109,16
2022-08-01,SKU00114,14
2022-08-01,SKU00120,130
2022-08-01,SKU00121,77
2022-08-01,SKU00122,56
2022-08-01,SKU00125,23
2022-08-01,SKU00146,61
2022-08-01,SKU00155,19
2022-08-01,SKU00157,50
2022-08-01,SKU00165,18
2022-08-01,SKU00182,36
2022-08-01,SKU00203,33
2022-08-01,SKU00204,393
2022-08-01,SKU00208,10
2022-08-01,SKU00209,61
2022-08-01,SKU00217,12
2022-08-01,SKU00228,174
2022-08-01,SKU00231,20
2022-08-01,SKU00252,31
2022-08-01,SKU00256,67
2022-08-01,SKU00262,155
2022-08-01,SKU00270,38
2022-08-01,SKU00289,6
2022-08-01,SKU00296,137
2022-08-01,SKU00303,66
2022-08-01,SKU00309,12
2022-08-01,SKU00311,147
2022-08-01,SKU00317,37
2022-08-01,SKU00348,69
2022-08-01,SKU00350,18
2022-08-01,SKU00354,189
2022-08-01,SKU00360,13
2022-08-01,SKU00361,25
2022-08-01,SKU00364,11
2022-08-01,SKU00378,21
2022-08-01,SKU00384,15
2022-08-01,SKU00404,6
2022-08-01,SKU00407,76
2022-08-01,SKU00421,137
2022-08-01,SKU00424,49
2022-08-01,SKU00427,41
2022-08-01,SKU00439,15
2022-08-01,SKU00444,69
2022-08-01,SKU00452,11
2022-08-01,SKU00454,52
2022-08-01,SKU00455,203
2022-08-01,SKU00460,107
2022-08-01,SKU00463,178
2022-08-01,SKU00473,97
2022-08-01,SKU00477,37
2022-08-01,SKU00479,17
2022-08-01,SKU00488,60
2022-08-01,SKU00500,63
2022-08-01,SKU00501,13
2022-08-01,SKU00506,40
2022-08-01,SKU00515,12
2022-08-01,SKU00516,41
2022-08-01,SKU00530,361
2022-08-01,SKU00532,46
2022-08-01,SKU00537,150
2022-08-01,SKU00540,76
2022-08-01,SKU00545,12
2022-08-01,SKU00549,21
2022-08-01,SKU00583,42
2022-08-01,SKU00584,5
2022-08-01,SKU00587,125
2022-08-01,SKU00613,5
2022-08-01,SKU00621,5
2022-08-01,SKU00623,36
2022-08-01,SKU00627,68
2022-08-01,SKU00631,4
2022-08-01,SKU00632,21
2022-08-01,SKU00651,170
2022-08-01,SKU00660,28
2022-08-01,SKU00666,13
2022-08-01,SKU00673,269
2022-08-01,SKU00675,26
2022-08-01,SKU00678,148
2022-08-01,SKU00680,51
2022-08-01,SKU00690,20
2022-08-01,SKU00698,16
2022-08-01,SKU00703,44
2022-08-01,SKU00708,51
2022-08-01,SKU00713,11
2022-08-01,SKU00730,84
2022-08-01,SKU00731,85
2022-08-01,SKU00732,175
2022-08-01,SKU00737,301
2022-08-01,SKU00739,457
2022-08-01,SKU00740,35
2022-08-01,SKU00750,98
2022-08-01,SKU00756,62
2022-08-01,SKU00758,8
2022-08-01,SKU00764,25
2022-08-01,SKU00769,33
2022-08-01,SKU00777,64
2022-08-01,SKU00785,143
2022-08-01,SKU00794,69
2022-09-01,SKU00006,110
2022-09-01,SKU00010,50
2022-09-01,SKU00013,225
2022-09-01,SKU00019,70
2022-09-01,SKU00020,14
2022-09-01,SKU00021,15
2022-09-01,SKU00033,18
2022-09-01,SKU00039,10
2022-09-01,SKU00048,35
2022-09-01,SKU00051,0
2022-09-01,SKU00053,11
2022-09-01,SKU00054,36
2022-09-01,SKU00056,36
2022-09-01,SKU00059,12
2022-09-01,SKU00070,78
2022-09-01,SKU00076,191
2022-09-01,SKU00077,77
2022-09-01,SKU00085,118
2022-09-01,SKU00101,67
2022-09-01,SKU00109,22
2022-09-01,SKU00112,426
2022-09-01,SKU00114,22
2022-09-01,SKU00120,54
2022-09-01,SKU00121,40
2022-09-01,SKU00122,36
2022-09-01,SKU00125,29
2022-09-01,SKU00146,38
2022-09-01,SKU00155,14
2022-09-01,SKU00157,89
2022-09-01,SKU00165,25
2022-09-01,SKU00169,27
2022-09-01,SKU00182,29
2022-09-01,SKU00187,2
2022-09-01,SKU00203,52
2022-09-01,SKU00204,487
2022-09-01,SKU00208,4
2022-09-01,SKU00209,100
2022-09-01,SKU00217,29
2022-09-01,SKU00228,127
2022-09-01,SKU00231,18
2022-09-01,SKU00252,38
2022-09-01,SKU00256,99
2022-09-01,SKU00259,402
2022-09-01,SKU00262,108
2022-09-01,SKU00270,55
2022-09-01,SKU00289,28
2022-09-01,SKU00296,208
2022-09-01,SKU00303,47
2022-09-01,SKU00309,17
2022-09-01,SKU00311,74
2022-09-01,SKU00317,33
2022-09-01,SKU00348,63
2022-09-01,SKU00350,25
2022-09-01,SKU00354,124
2022-09-01,SKU00359,19
2022-09-01,SKU00361,29
2022-09-01,SKU00364,4
2022-09-01,SKU00365,39
2022-09-01,SKU00378,18
2022-09-01,SKU00380,18
2022-09-01,SKU00384,15
2022-09-01,SKU00404,39
2022-09-01,SKU00407,68
2022-09-01,SKU00421,81
2022-09-01,SKU00424,25
2022-09-01,SKU00427,32
2022-09-01,SKU00439,3
2022-09-01,SKU00442,51
2022-09-01,SKU00444,88
2022-09-01,SKU00452,0
2022-09-01,SKU00454,85
2022-09-01,SKU00455,167
2022-09-01,SKU00460,237
2022-09-01,SKU00463,101
2022-09-01,SKU00473,115
2022-09-01,SKU00477,43
2022-09-01,SKU00479,11
2022-09-01,SKU00488,76
2022-09-01,SKU00500,29
2022-09-01,SKU00501,3
2022-09-01,SKU00506,76
2022-09-01,SKU00515,28
2022-09-01,SKU00516,52
2022-09-01,SKU00530,377
2022-09-01,SKU00537,229
2022-09-01,SKU00540,85
2022-09-01,SKU00545,16
2022-09-01,SKU00549,29
2022-09-01,SKU00572,32
2022-09-01,SKU00583,75
2022-09-01,SKU00584,26
2022-09-01,SKU00587,136
2022-09-01,SKU00613,18
2022-09-01,SKU00616,63
2022-09-01,SKU00621,9
2022-09-01,SKU00623,21
2022-09-01,SKU00626,4
2022-09-01,SKU00627,66
2022-09-01,SKU00631,27
2022-09-01,SKU00632,8
2022-09-01,SKU00633,355
2022-09-01,SKU00637,29
2022-09-01,SKU00639,29
2022-09-01,SKU00651,208
2022-09-01,SKU00660,44
2022-09-01,SKU00666,18
2022-09-01,SKU00673,211
2022-09-01,SKU00675,64
2022-09-01,SKU00678,129
2022-09-01,SKU00680,46
2022-09-01,SKU00690,19
2022-09-01,SKU00698,17
2022-09-01,SKU00703,12
2022-09-01,SKU00708,35
2022-09-01,SKU00713,4
2022-09-01,SKU00730,108
2022-09-01,SKU00731,59
2022-09-01,SKU00732,160
2022-09-01,SKU00734,77
2022-09-01,SKU00737,271
2022-09-01,SKU00739,509
2022-09-01,SKU00740,37
2022-09-01,SKU00750,94
2022-09-01,SKU00756,116
2022-09-01,SKU00758,5
2022-09-01,SKU00764,7
2022-09-01,SKU00769,11
2022-09-01,SKU00777,51
2022-09-01,SKU00785,98
2022-09-01,SKU00794,136
2022-10-01,SKU00006,64
2022-10-01,SKU00010,32
2022-10-01,SKU00013,141
2022-10-01,SKU00019,55
2022-10-01,SKU00020,24
2022-10-01,SKU00021,34
2022-10-01,SKU00033,25
2022-10-01,SKU00039,40
2022-10-01,SKU00040,147
2022-10-01,SKU00048,22
2022-10-01,SKU00051,0
2022-10-01,SKU00053,14
2022-10-01,SKU00054,76
2022-10-01,SKU00056,43
2022-10-01,SKU00059,12
2022-10-01,SKU00062,35
2022-10-01,SKU00067,66
2022-10-01,SKU00070,44
2022-10-01,SKU00071,32
2022-10-01,SKU00076,154
2022-10-01,SKU00077,107
2022-10-01,SKU00085,90
2022-10-01,SKU00101,101
2022-10-01,SKU00109,35
2022-10-01,SKU00112,390
2022-10-01,SKU00114,16
2022-10-01,SKU00120,70
2022-10-01,SKU00121,93
2022-10-01,SKU00122,51
2022-10-01,SKU00125,16
2022-10-01,SKU00146,13
2022-10-01,SKU00155,11
2022-10-01,SKU00157,51
2022-10-01,SKU00165,18
2022-10-01,SKU00168,38
2022-10-01,SKU00169,17
2022-10-01,SKU00174,10
2022-10-01,SKU00182,29
2022-10-01,SKU00187,11
2022-10-01,SKU00190,170
2022-10-01,SKU00203,17
2022-10-01,SKU00204,368
2022-10-01,SKU00208,0
2022-10-01,SKU00209,112
2022-10-01,SKU00215,15
2022-10-01,SKU00217,11
2022-10-01,SKU00228,163
2022-10-01,SKU00231,12
2022-10-01,SKU00240,0
2022-10-01,SKU00244,33
2022-10-01,SKU00252,42
2022-10-01,SKU00256,48
2022-10-01,SKU00259,288
2022-10-01,SKU00262,175
2022-10-01,SKU00270,51
2022-10-01,SKU00281,183
2022-10-01,SKU00289,27
2022-10-01,SKU00296,190
2022-10-01,SKU00303,55
2022-10-01,SKU00307,55
2022-10-01,SKU00309,19
2022-10-01,SKU00311,176
2022-10-01,SKU00312,6
2022-10-01,SKU00317,26
2022-10-01,SKU00321,27
2022-10-01,SKU00327,59
2022-10-01,SKU00348,50
2022-10-01,SKU00350,19
2022-10-01,SKU00351,80
2022-10-01,SKU00354,293
2022-10-01,SKU00359,23
2022-10-01,SKU00361,53
2022-10-01,SKU00364,25
2022-10-01,SKU00365,15
2022-10-01,SKU00366,24
2022-10-01,SKU00378,14
2022-10-01,SKU00380,24
2022-10-01,SKU00383,327
2022-10-01,SKU00384,13
2022-10-01,SKU00404,49
2022-10-01,SKU00407,115
2022-10-01,SKU00421,86
2022-10-01,SKU00424,42
2022-10-01,SKU00425,37
2022-10-01,SKU00427,55
2022-10-01,SKU00439,11
2022-10-01,SKU00442,78
2022-10-01,SKU00444,109
2022-10-01,SKU00452,16
2022-10-01,SKU00454,62
2022-10-01,SKU00455,127
2022-10-01,SKU00460,261
2022-10-01,SKU00463,171
2022-10-01,SKU00473,91
2022-10-01,SKU00476,66
2022-10-01,SKU00477,38
2022-10-01,SKU00479,13
2022-10-01,SKU00488,41
2022-10-01,SKU00500,36
2022-10-01,SKU00501,12
2022-10-01,SKU00506,45
2022-10-01,SKU00512,74
2022-10-01,SKU00515,22
2022-10-01,SKU00516,40
2022-10-01,SKU00519,6
2022-10-01,SKU00530,531
2022-10-01,SKU00537,174
2022-10-01,SKU00538,19
2022-10-01,SKU00540,90
2022-10-01,SKU00545,5
2022-10-01,SKU00549,27
2022-10-01,SKU00566,159
2022-10-01,SKU00572,13
2022-10-01,SKU00583,29
2022-10-01,SKU00584,24
2022-10-01,SKU00587,130
2022-10-01,SKU00613,15
2022-10-01,SKU00616,43
2022-10-01,SKU00617,19
2022-10-01,SKU00621,7
2022-10-01,SKU00623,33
2022-10-01,SKU00626,30
2022-10-01,SKU00627,75
2022-10-01,SKU00631,0
2022-10-01,SKU00632,23
2022-10-01,SKU00633,204
2022-10-01,SKU00637,25
2022-10-01,SKU00639,22
2022-10-01,SKU00651,213
2022-10-01,SKU00660,39
2022-10-01,SKU00666,32
2022-10-01,SKU00673,188
2022-10-01,SKU00675,59
2022-10-01,SKU00678,167
2022-10-01,SKU00680,38
2022-10-01,SKU00690,6
2022-10-01,SKU00692,10
2022-10-01,SKU00698,28
2022-10-01,SKU00703,20
2022-10-01,SKU00708,53
2022-10-01,SKU00713,3
2022-10-01,SKU00715,46
2022-10-01,SKU00725,87
2022-10-01,SKU00730,57
2022-10-01,SKU00731,44
2022-10-01,SKU00732,179
2022-10-01,SKU00734,57
2022-10-01,SKU00737,233
2022-10-01,SKU00739,471
2022-10-01,SKU00740,37
2022-10-01,SKU00750,65
2022-10-01,SKU00756,99
2022-10-01,SKU00758,16
2022-10-01,SKU00764,18
2022-10-01,SKU00769,29
2022-10-01,SKU00773,214
2022-10-01,SKU00776,46
2022-10-01,SKU00777,62
2022-10-01,SKU00785,122
2022-10-01,SKU00794,78
2022-11-01,SKU00006,59
2022-11-01,SKU00010,28
2022-11-01,SKU00013,183
2022-11-01,SKU00019,39
2022-11-01,SKU00020,21
2022-11-01,SKU00021,33
2022-11-01,SKU00033,8
2022-11-01,SKU00039,10
2022-11-01,SKU00040,206
2022-11-01,SKU00048,41
2022-11-01,SKU00051,11
2022-11-01,SKU00053,24
2022-11-01,SKU00054,65
2022-11-01,SKU00056,47
2022-11-01,SKU00059,16
2022-11-01,SKU00062,40
2022-11-01,SKU00067,53
2022-11-01,SKU00070,52
2022-11-01,SKU00071,56
2022-11-01,SKU00076,235
2022-11-01,SKU00077,182
2022-11-01,SKU00085,87
2022-11-01,SKU00096,7
2022-11-01,SKU00101,59
2022-11-01,SKU00103,7
2022-11-01,SKU00109,19
2022-11-01,SKU00112,346
2022-11-01,SKU00114,20
2022-11-01,SKU00120,61
2022-11-01,SKU00121,71
2022-11-01,SKU00122,44
2022-11-01,SKU00125,27
2022-11-01,SKU00146,46
2022-11-01,SKU00155,31
2022-11-01,SKU00157,59
2022-11-01,SKU00159,37
2022-11-01,SKU00165,21
2022-11-01,SKU00168,19
2022-11-01,SKU00169,25
2022-11-01,SKU00174,16
2022-11-01,SKU00182,51
2022-11-01,SKU00187,10
2022-11-01,SKU00190,245
2022-11-01,SKU00203,35
2022-11-01,SKU00204,538
2022-11-01,SKU00207,11
2022-11-01,SKU00208,3
2022-11-01,SKU00209,131
2022-11-01,SKU00215,16
2022-11-01,SKU00217,2
2022-11-01,SKU00228,104
2022-11-01,SKU00231,16
2022-11-01,SKU00240,9
2022-11-01,SKU00244,37
2022-11-01,SKU00252,36
2022-11-01,SKU00256,46
2022-11-01,SKU00259,390
2022-11-01,SKU00262,145
2022-11-01,SKU00270,75
2022-11-01,SKU00281,174
2022-11-01,SKU00289,27
2022-11-01,SKU00296,164
2022-11-01,SKU00303,97
2022-11-01,SKU00307,56
2022-11-01,SKU00309,3
2022-11-01,SKU00311,92
2022-11-01,SKU00312,33
2022-11-01,SKU00313,265
2022-11-01,SKU00317,44
2022-11-01,SKU00321,37
2022-11-01,SKU00327,151
2022-11-01,SKU00333,224
2022-11-01,SKU00340,450
2022-11-01,SKU00348,57
2022-11-01,SKU00350,13
2022-11-01,SKU00351,95
2022-11-01,SKU00354,231
2022-11-01,SKU00359,17
2022-11-01,SKU00361,21
2022-11-01,SKU00364,24
2022-11-01,SKU00365,17
2022-11-01,SKU00366,29
2022-11-01,SKU00378,2
2022-11-01,SKU00380,46
2022-11-01,SKU00383,513
2022-11-01,SKU00384,1
2022-11-01,SKU00404,41
2022-11-01,SKU00407,125
2022-11-01,SKU00410,64
2022-11-01,SKU00421,87
2022-11-01,SKU00424,81
2022-11-01,SKU00425,23
2022-11-01,SKU00427,44
2022-11-01,SKU00439,0
2022-11-01,SKU00442,47
2022-11-01,SKU00444,75
2022-11-01,SKU00452,12
2022-11-01,SKU00454,78
2022-11-01,SKU00455,133
2022-11-01,SKU00460,228
2022-11-01,SKU00463,114
2022-11-01,SKU00473,59
2022-11-01,SKU00476,59
2022-11-01,SKU00477,77
2022-11-01,SKU00479,13
2022-11-01,SKU00488,68
2022-11-01,SKU00500,40
2022-11-01,SKU00501,4
2022-11-01,SKU00506,58
2022-11-01,SKU00512,70
2022-11-01,SKU00515,15
2022-11-01,SKU00516,16
2022-11-01,SKU00519,9
2022-11-01,SKU00530,398
2022-11-01,SKU00537,267
2022-11-01,SKU00538,5
2022-11-01,SKU00540,85
2022-11-01,SKU00545,8
2022-11-01,SKU00549,4
2022-11-01,SKU00566,182
2022-11-01,SKU00572,13
2022-11-01,SKU00583,45
2022-11-01,SKU00584,6
2022-11-01,SKU00587,57
2022-11-01,SKU00590,179
2022-11-01,SKU00613,30
2022-11-01,SKU00616,32
2022-11-01,SKU00617,14
2022-11-01,SKU00621,13
2022-11-01,SKU00623,36
2022-11-01,SKU00626,30
2022-11-01,SKU00627,53
2022-11-01,SKU00631,10
2022-11-01,SKU00632,23
2022-11-01,SKU00633,175
2022-11-01,SKU00634,37
2022-11-01,SKU00635,35
2022-11-01,SKU00637,8
2022-11-01,SKU00639,35
2022-11-01,SKU00650,190
2022-11-01,SKU00651,145
2022-11-01,SKU00659,64
2022-11-01,SKU00660,27
2022-11-01,SKU00666,11
2022-11-01,SKU00673,219
2022-11-01,SKU00675,25
2022-11-01,SKU00678,177
2022-11-01,SKU00680,40
2022-11-01,SKU00690,17
2022-11-01,SKU00692,31
2022-11-01,SKU00698,17
2022-11-01,SKU00703,15
2022-11-01,SKU00708,51
2022-11-01,SKU00711,35
2022-11-01,SKU00713,6
2022-11-01,SKU00715,17
2022-11-01,SKU00725,78
2022-11-01,SKU00730,74
2022-11-01,SKU00731,51
2022-11-01,SKU00732,146
2022-11-01,SKU00734,39
2022-11-01,SKU00737,266
2022-11-01,SKU00738,10
2022-11-01,SKU00739,287
2022-11-01,SKU00740,41
2022-11-01,SKU00750,145
2022-11-01,SKU00756,108
2022-11-01,SKU00758,7
2022-11-01,SKU00764,11
2022-11-01,SKU00769,60
2022-11-01,SKU00773,133
