fecha_mes,id_tienda,categoria,presupuesto_venta_ars,presupuesto_unidades
2022-03-01,T24,Organizacion,90313.36,3
2022-03-01,T24,Textil hogar,0.0,0
2022-03-01,T25,Baño,246713.48,8
2022-03-01,T25,Cocina y mesa,5831.58,1
2022-03-01,T25,Decoracion,94329.68,9
2022-03-01,T25,Iluminacion,7757.06,1
2022-03-01,T25,Muebles,148096.41,3
2022-03-01,T25,Organizacion,89941.7,4
2022-03-01,T25,Textil hogar,225246.66,8
2022-03-01,T26,Baño,204321.87,3
2022-03-01,T26,Cocina y mesa,130651.31,5
2022-03-01,T26,Decoracion,136074.02,12
2022-03-01,T26,Iluminacion,28422.1,1
2022-03-01,T26,Muebles,239402.83,4
2022-03-01,T26,Organizacion,358554.53,10
2022-03-01,T26,Textil hogar,0.0,0
2022-03-01,T27,Baño,245125.0,8
2022-03-01,T27,Cocina y mesa,94047.12,2
2022-03-01,T27,Decoracion,104807.96,10
2022-03-01,T27,Iluminacion,359735.37,10
2022-03-01,T27,Muebles,527111.2,7
2022-03-01,T27,Organizacion,123220.63,3
2022-03-01,T27,Textil hogar,208300.28,9
2022-03-01,T28,Baño,197733.49,6
2022-03-01,T28,Cocina y mesa,10256.76,2
2022-03-01,T28,Decoracion,0.0,0
2022-03-01,T28,Iluminacion,168470.68,4
2022-03-01,T28,Muebles,363980.73,6
2022-03-01,T28,Organizacion,47731.24,1
2022-03-01,T28,Textil hogar,53282.05,1
2022-04-01,T01,Baño,30237.0,2
2022-04-01,T01,Cocina y mesa,60798.95,5
2022-04-01,T01,Decoracion,644080.45,20
2022-04-01,T01,Iluminacion,0.0,0
2022-04-01,T01,Muebles,411049.49,8
2022-04-01,T01,Organizacion,376539.57,6
2022-04-01,T01,Textil hogar,81112.94,8
2022-04-01,T02,Baño,114432.53,2
2022-04-01,T02,Cocina y mesa,966126.92,17
2022-04-01,T02,Decoracion,441245.93,18
2022-04-01,T02,Iluminacion,312686.61,6
2022-04-01,T02,Muebles,820576.76,12
2022-04-01,T02,Organizacion,61129.67,3
2022-04-01,T02,Textil hogar,94581.71,9
2022-04-01,T03,Baño,152770.28,3
2022-04-01,T03,Cocina y mesa,532226.95,11
2022-04-01,T03,Decoracion,467844.89,11
2022-04-01,T03,Iluminacion,126157.7,4
2022-04-01,T03,Muebles,831562.31,10
2022-04-01,T03,Organizacion,0.0,0
2022-04-01,T03,Textil hogar,11522.77,4
2022-04-01,T04,Baño,87131.62,5
