fecha_mes,id_tienda,id_producto,unidades_vendidas,venta_neta
2023-12-01,T28,SKU00001,2,30989.64
2024-01-01,T28,SKU00001,2,34026.5
2024-02-01,T28,SKU00001,2,30892.28
2024-03-01,T28,SKU00001,4,64794.14
2024-04-01,T28,SKU00001,1,17138.18
2024-05-01,T28,SKU00001,2,33756.28
2024-06-01,T28,SKU00001,3,47138.19
2024-07-01,T28,SKU00001,4,69665.13
2024-08-01,T28,SKU00001,4,61276.34
2024-09-01,T28,SKU00001,3,48048.43
2024-10-01,T28,SKU00001,2,31998.9
2024-11-01,T28,SKU00001,2,35357.71
2025-01-01,T28,SKU00001,1,17597.97
2025-02-01,T28,SKU00001,6,105604.75
2025-04-01,T28,SKU00001,2,33961.81
2025-06-01,T28,SKU00001,2,33459.6
2025-07-01,T28,SKU00001,2,34422.22
2025-08-01,T28,SKU00001,1,15764.73
2025-09-01,T28,SKU00001,1,17557.17
2025-10-01,T28,SKU00001,1,16893.74
2025-11-01,T28,SKU00001,4,65349.11
2025-12-01,T28,SKU00001,5,81958.95
2023-08-01,T12,SKU00001,1,16541.01
2023-09-01,T12,SKU00001,5,82770.36
2023-10-01,T12,SKU00001,4,66799.08
2023-11-01,T12,SKU00001,3,50229.83
2023-12-01,T12,SKU00001,2,34065.16
2024-01-01,T12,SKU00001,3,46286.29
2024-02-01,T12,SKU00001,2,34862.07
2024-03-01,T12,SKU00001,3,50714.28
2024-05-01,T12,SKU00001,3,48013.96
2024-06-01,T12,SKU00001,2,35304.79
2024-07-01,T12,SKU00001,2,35589.51
2024-08-01,T12,SKU00001,2,31189.4
2024-09-01,T12,SKU00001,2,35341.84
2024-10-01,T12,SKU00001,5,87288.27
2024-11-01,T12,SKU00001,3,47382.19
2024-12-01,T12,SKU00001,5,79483.54
2025-01-01,T12,SKU00001,4,61193.0
2025-02-01,T12,SKU00001,4,67936.62
2025-03-01,T12,SKU00001,3,50712.93
2025-04-01,T12,SKU00001,3,52774.27
2025-05-01,T12,SKU00001,5,86106.39
2025-06-01,T12,SKU00001,3,50879.7
2025-07-01,T12,SKU00001,3,53179.34
2025-08-01,T12,SKU00001,3,50174.44
2025-09-01,T12,SKU00001,2,33970.77
2025-10-01,T12,SKU00001,2,31196.64
2025-11-01,T12,SKU00001,6,104295.56
2023-08-01,T22,SKU00001,2,31548.27
2023-09-01,T22,SKU00001,4,62049.17
2023-10-01,T22,SKU00001,6,95810.98
2023-11-01,T22,SKU00001,6,98210.83
2023-12-01,T22,SKU00001,5,80494.84
2024-01-01,T22,SKU00001,6,94831.99
2024-02-01,T22,SKU00001,3,46236.2
2024-03-01,T22,SKU00001,4,67442.02
2024-04-01,T22,SKU00001,4,63160.39
2024-05-01,T22,SKU00001,4,67662.52
2024-06-01,T22,SKU00001,2,33448.11
2024-07-01,T22,SKU00001,4,62272.68
2024-08-01,T22,SKU00001,4,65674.68
2024-09-01,T22,SKU00001,3,48227.64
2024-10-01,T22,SKU00001,3,51014.76
2024-11-01,T22,SKU00001,5,82343.94
2024-12-01,T22,SKU00001,2,35418.36
2025-02-01,T22,SKU00001,3,51978.6
2025-03-01,T22,SKU00001,3,52818.65
2025-04-01,T22,SKU00001,2,31196.71
2025-05-01,T22,SKU00001,4,62962.66
2025-06-01,T22,SKU00001,8,122438.38
2025-07-01,T22,SKU00001,4,71349.36
2025-08-01,T22,SKU00001,1,16063.11
2025-09-01,T22,SKU00001,7,108490.76
2025-10-01,T22,SKU00001,5,83145.32
2025-11-01,T22,SKU00001,7,124404.44
2025-12-01,T22,SKU00001,5,89282.65
2023-08-01,T02,SKU00001,4,63163.96
2023-10-01,T02,SKU00001,2,34838.6
2023-11-01,T02,SKU00001,5,77179.78
2024-01-01,T02,SKU00001,5,83229.22
2024-02-01,T02,SKU00001,3,51105.15
2024-03-01,T02,SKU00001,5,85419.25
2024-04-01,T02,SKU00001,2,33649.58
2024-05-01,T02,SKU00001,7,123176.15
2024-06-01,T02,SKU00001,7,124206.98
2024-07-01,T02,SKU00001,4,66048.91
2024-08-01,T02,SKU00001,4,70928.97
2024-09-01,T02,SKU00001,1,16014.0
2024-10-01,T02,SKU00001,6,94842.64
2024-11-01,T02,SKU00001,1,16373.8
2024-12-01,T02,SKU00001,5,77288.44
2025-01-01,T02,SKU00001,5,83204.95
2025-02-01,T02,SKU00001,1,16134.76
2025-03-01,T02,SKU00001,6,94889.51
2025-04-01,T02,SKU00001,4,63419.58
2025-05-01,T02,SKU00001,4,67312.67
2025-06-01,T02,SKU00001,2,31325.42
2025-07-01,T02,SKU00001,0,0.0
2025-08-01,T02,SKU00001,3,52225.44
2025-09-01,T02,SKU00001,5,87566.15
2025-10-01,T02,SKU00001,5,86812.77
2025-11-01,T02,SKU00001,6,99663.83
2025-12-01,T02,SKU00001,2,34340.69
2023-08-01,T18,SKU00001,3,50718.64
2023-09-01,T18,SKU00001,1,15380.71
2023-10-01,T18,SKU00001,8,135932.92
2023-12-01,T18,SKU00001,1,15904.39
2024-01-01,T18,SKU00001,5,86450.91
2024-02-01,T18,SKU00001,2,30693.73
2024-03-01,T18,SKU00001,3,47188.09
2024-04-01,T18,SKU00001,5,89261.34
2024-05-01,T18,SKU00001,4,66427.35
2024-06-01,T18,SKU00001,6,91966.22
2024-07-01,T18,SKU00001,3,51442.18
2024-08-01,T18,SKU00001,2,31440.32
2024-09-01,T18,SKU00001,3,51724.47
2024-10-01,T18,SKU00001,3,53168.7
2024-11-01,T18,SKU00001,2,31389.16
2024-12-01,T18,SKU00001,2,34029.11
2025-01-01,T18,SKU00001,2,34448.93
2025-02-01,T18,SKU00001,5,77260.7
2025-03-01,T18,SKU00001,3,50275.47
2025-04-01,T18,SKU00001,3,50150.31
2025-05-01,T18,SKU00001,3,46013.63
2025-06-01,T18,SKU00001,8,125579.02
2025-07-01,T18,SKU00001,4,63965.46
2025-08-01,T18,SKU00001,4,63484.1
2025-09-01,T18,SKU00001,3,51234.78
2025-10-01,T18,SKU00001,1,15865.14
2025-11-01,T18,SKU00001,3,49893.72
2025-12-01,T18,SKU00001,3,47293.03
2023-08-01,T23,SKU00001,3,47716.59
2023-09-01,T23,SKU00001,0,0.0
2023-10-01,T23,SKU00001,3,51342.53
2023-11-01,T23,SKU00001,3,52770.27
2023-12-01,T23,SKU00001,2,32067.13
2024-01-01,T23,SKU00001,1,16962.56
2024-02-01,T23,SKU00001,1,17391.1
2024-03-01,T23,SKU00001,2,32676.16
2024-04-01,T23,SKU00001,4,62526.84
2024-05-01,T23,SKU00001,1,15935.63
2024-06-01,T23,SKU00001,3,50818.18
2024-07-01,T23,SKU00001,3,47154.92
2024-08-01,T23,SKU00001,4,68228.94
2024-09-01,T23,SKU00001,6,102475.06
2024-10-01,T23,SKU00001,1,16379.63
2024-11-01,T23,SKU00001,4,63201.28
2024-12-01,T23,SKU00001,2,34084.17
2025-01-01,T23,SKU00001,8,128223.32
2025-02-01,T23,SKU00001,4,70185.06
2025-03-01,T23,SKU00001,5,88559.64
2025-04-01,T23,SKU00001,6,97995.87
2025-05-01,T23,SKU00001,3,51819.49
2025-06-01,T23,SKU00001,0,0.0
2025-07-01,T23,SKU00001,4,71249.31
2025-08-01,T23,SKU00001,1,16818.31
2025-10-01,T23,SKU00001,3,47095.37
2025-11-01,T23,SKU00001,2,31531.61
2025-12-01,T23,SKU00001,2,34302.38
2023-08-01,T15,SKU00001,5,77737.37
2023-09-01,T15,SKU00001,2,31297.17
2023-10-01,T15,SKU00001,4,66045.36
2023-11-01,T15,SKU00001,4,64689.43
2023-12-01,T15,SKU00001,2,32258.13
2024-01-01,T15,SKU00001,4,64110.29
2024-02-01,T15,SKU00001,1,15634.63
2024-03-01,T15,SKU00001,2,31843.73
2024-04-01,T15,SKU00001,1,16114.08
2024-05-01,T15,SKU00001,3,52252.89
2024-07-01,T15,SKU00001,3,50223.47
2024-08-01,T15,SKU00001,2,32969.06
2024-09-01,T15,SKU00001,4,66153.45
2024-10-01,T15,SKU00001,0,0.0
2024-11-01,T15,SKU00001,4,68556.03
2024-12-01,T15,SKU00001,1,15989.85
2025-01-01,T15,SKU00001,3,47839.9
2025-02-01,T15,SKU00001,2,33124.84
2025-03-01,T15,SKU00001,0,0.0
2025-04-01,T15,SKU00001,2,33142.7
2025-05-01,T15,SKU00001,4,64096.61
2025-06-01,T15,SKU00001,1,15494.21
2025-07-01,T15,SKU00001,8,129673.46
2025-08-01,T15,SKU00001,3,50474.57
2025-09-01,T15,SKU00001,2,32465.75
2025-10-01,T15,SKU00001,3,46280.83
2025-12-01,T15,SKU00001,2,32706.33
2023-08-01,T16,SKU00001,4,66905.51
2023-09-01,T16,SKU00001,6,95084.42
2023-10-01,T16,SKU00001,4,65787.72
2023-11-01,T16,SKU00001,5,89310.42
2023-12-01,T16,SKU00001,4,65164.77
2024-01-01,T16,SKU00001,2,32781.0
2024-02-01,T16,SKU00001,4,69280.44
2024-03-01,T16,SKU00001,2,33989.46
2024-04-01,T16,SKU00001,4,70397.11
2024-05-01,T16,SKU00001,6,94219.28
2024-06-01,T16,SKU00001,5,81986.22
2024-07-01,T16,SKU00001,0,0.0
2024-08-01,T16,SKU00001,6,96102.79
2024-09-01,T16,SKU00001,2,31572.01
2024-10-01,T16,SKU00001,6,95142.03
2024-11-01,T16,SKU00001,3,51515.95
2024-12-01,T16,SKU00001,4,64904.92
2025-01-01,T16,SKU00001,7,118895.5
2025-02-01,T16,SKU00001,6,102524.92
2025-03-01,T16,SKU00001,6,100956.66
2025-04-01,T16,SKU00001,1,17505.88
2025-05-01,T16,SKU00001,4,64777.39
2025-06-01,T16,SKU00001,3,52403.56
2025-07-01,T16,SKU00001,5,77011.42
2025-08-01,T16,SKU00001,5,76796.1
2025-09-01,T16,SKU00001,6,103657.64
2025-11-01,T16,SKU00001,3,48422.46
2025-12-01,T16,SKU00001,7,118113.16
2024-01-01,T06,SKU00002,5,202525.11
2024-02-01,T06,SKU00002,6,245992.03
2024-03-01,T06,SKU00002,8,339715.47
2024-04-01,T06,SKU00002,3,121417.25
2024-05-01,T06,SKU00002,3,127371.62
2024-06-01,T06,SKU00002,5,204033.35
2024-07-01,T06,SKU00002,4,160186.68
2024-08-01,T06,SKU00002,4,146542.55
2024-09-01,T06,SKU00002,7,264290.37
2024-10-01,T06,SKU00002,8,310607.27
2024-11-01,T06,SKU00002,5,202893.06
2024-12-01,T06,SKU00002,4,154357.86
2025-01-01,T06,SKU00002,5,202677.6
2025-02-01,T06,SKU00002,4,149907.12
2025-03-01,T06,SKU00002,7,265607.12
2025-04-01,T06,SKU00002,5,211707.39
2025-05-01,T06,SKU00002,6,236223.71
2025-06-01,T06,SKU00002,3,117588.73
2025-07-01,T06,SKU00002,-6,-253132.23
2025-08-01,T06,SKU00002,13,504261.66
2025-09-01,T06,SKU00002,5,204133.72
2025-10-01,T06,SKU00002,6,252950.47
2025-11-01,T06,SKU00002,4,163420.45
2025-12-01,T06,SKU00002,4,167472.44
2024-01-01,T15,SKU00002,8,332421.54
2024-02-01,T15,SKU00002,4,159329.94
2024-03-01,T15,SKU00002,5,190339.8
2024-04-01,T15,SKU00002,4,156656.09
2024-05-01,T15,SKU00002,5,188105.33
2024-06-01,T15,SKU00002,6,250948.93
2024-07-01,T15,SKU00002,6,237175.03
2024-08-01,T15,SKU00002,5,200571.83
2024-09-01,T15,SKU00002,5,210513.92
2024-10-01,T15,SKU00002,8,315376.5
2024-11-01,T15,SKU00002,3,109614.47
2024-12-01,T15,SKU00002,6,238249.14
2025-01-01,T15,SKU00002,6,221745.38
2025-02-01,T15,SKU00002,7,276302.78
2025-03-01,T15,SKU00002,4,163317.97
2025-04-01,T15,SKU00002,4,145975.4
2025-05-01,T15,SKU00002,10,421428.99
2025-06-01,T15,SKU00002,5,200277.99
2025-07-01,T15,SKU00002,5,195829.27
2025-08-01,T15,SKU00002,4,160354.81
2025-09-01,T15,SKU00002,6,221755.76
2025-10-01,T15,SKU00002,6,219231.68
2025-11-01,T15,SKU00002,6,231765.59
2025-12-01,T15,SKU00002,5,199806.11
2024-01-01,T07,SKU00002,10,396935.89
2024-02-01,T07,SKU00002,6,246347.36
2024-03-01,T07,SKU00002,2,83488.27
2024-04-01,T07,SKU00002,7,268972.59
2024-05-01,T07,SKU00002,3,119201.34
2024-06-01,T07,SKU00002,11,416085.11
2024-07-01,T07,SKU00002,7,275245.37
2024-08-01,T07,SKU00002,8,317273.16
2024-09-01,T07,SKU00002,3,123037.36
2024-10-01,T07,SKU00002,6,242409.83
2024-11-01,T07,SKU00002,6,222235.88
2024-12-01,T07,SKU00002,9,341408.84
2025-01-01,T07,SKU00002,5,191106.07
2025-03-01,T07,SKU00002,2,83553.03
2025-04-01,T07,SKU00002,6,220658.32
2025-05-01,T07,SKU00002,5,204136.04
2025-06-01,T07,SKU00002,6,229784.03
2025-07-01,T07,SKU00002,12,511685.31
2025-08-01,T07,SKU00002,0,0.0
2025-09-01,T07,SKU00002,9,374848.25
2025-10-01,T07,SKU00002,6,246006.94
2025-12-01,T07,SKU00002,12,486293.45
2024-01-01,T28,SKU00002,8,325601.73
2024-02-01,T28,SKU00002,7,286143.62
2024-03-01,T28,SKU00002,3,114251.36
2024-05-01,T28,SKU00002,8,311250.88
2024-06-01,T28,SKU00002,4,161303.57
2024-07-01,T28,SKU00002,5,212018.62
2024-08-01,T28,SKU00002,10,410041.41
2024-09-01,T28,SKU00002,14,577832.72
2024-10-01,T28,SKU00002,7,279457.44
2024-11-01,T28,SKU00002,3,118867.12
2024-12-01,T28,SKU00002,7,292113.25
2025-01-01,T28,SKU00002,3,127382.9
2025-02-01,T28,SKU00002,8,337138.23
2025-04-01,T28,SKU00002,7,285450.06
2025-05-01,T28,SKU00002,5,196397.46
2025-06-01,T28,SKU00002,5,193499.43
2025-07-01,T28,SKU00002,6,253246.76
2025-08-01,T28,SKU00002,3,122321.0
2025-09-01,T28,SKU00002,4,146712.67
2025-10-01,T28,SKU00002,9,345766.71
2025-11-01,T28,SKU00002,6,230463.45
2024-01-01,T27,SKU00002,7,289745.5
2024-02-01,T27,SKU00002,7,267405.1
2024-03-01,T27,SKU00002,7,281337.25
2024-04-01,T27,SKU00002,5,182434.27
2024-05-01,T27,SKU00002,7,267076.29
2024-06-01,T27,SKU00002,5,205854.65
2024-07-01,T27,SKU00002,7,282526.97
2024-08-01,T27,SKU00002,5,211987.86
2024-09-01,T27,SKU00002,5,198763.53
2024-10-01,T27,SKU00002,6,256049.56
2024-11-01,T27,SKU00002,6,218559.16
2024-12-01,T27,SKU00002,9,328763.48
2025-02-01,T27,SKU00002,8,332241.16
2025-03-01,T27,SKU00002,9,373956.03
2025-04-01,T27,SKU00002,7,276352.74
2025-05-01,T27,SKU00002,6,227183.57
2025-06-01,T27,SKU00002,8,325087.82
2025-07-01,T27,SKU00002,9,359964.34
2025-08-01,T27,SKU00002,3,111611.47
2025-09-01,T27,SKU00002,2,78592.12
2025-10-01,T27,SKU00002,5,203788.23
2025-11-01,T27,SKU00002,7,296306.19
2025-12-01,T27,SKU00002,8,330723.78
2024-01-01,T09,SKU00002,8,331612.2
2024-03-01,T09,SKU00002,9,330484.91
2024-04-01,T09,SKU00002,4,158236.32
2024-05-01,T09,SKU00002,5,203531.44
2024-06-01,T09,SKU00002,7,286554.41
2024-07-01,T09,SKU00002,6,220383.83
2024-08-01,T09,SKU00002,10,376808.02
2024-09-01,T09,SKU00002,8,327110.16
2024-10-01,T09,SKU00002,3,116439.93
2024-11-01,T09,SKU00002,5,187777.93
2024-12-01,T09,SKU00002,12,504172.02
2025-01-01,T09,SKU00002,-6,-230083.48
2025-02-01,T09,SKU00002,8,295637.69
2025-03-01,T09,SKU00002,11,446155.28
2025-04-01,T09,SKU00002,5,194221.84
2025-05-01,T09,SKU00002,7,274645.36
2025-06-01,T09,SKU00002,10,400120.42
2025-08-01,T09,SKU00002,4,151755.86
2025-09-01,T09,SKU00002,6,241572.02
2025-10-01,T09,SKU00002,4,163598.01
2025-11-01,T09,SKU00002,7,271149.93
2025-12-01,T09,SKU00002,6,246868.02
2024-01-01,T16,SKU00002,4,155936.61
2024-02-01,T16,SKU00002,10,394506.96
2024-03-01,T16,SKU00002,4,167886.08
2024-06-01,T16,SKU00002,1,37359.91
2024-07-01,T16,SKU00002,9,331931.76
2024-08-01,T16,SKU00002,1,38329.46
2024-09-01,T16,SKU00002,7,258245.73
2024-10-01,T16,SKU00002,9,368576.15
2024-11-01,T16,SKU00002,2,73182.22
2024-12-01,T16,SKU00002,5,191961.99
2025-01-01,T16,SKU00002,9,342238.41
2025-04-01,T16,SKU00002,12,450370.9
2025-05-01,T16,SKU00002,6,236554.4
2025-06-01,T16,SKU00002,11,462381.75
2025-07-01,T16,SKU00002,4,161846.46
2025-08-01,T16,SKU00002,7,279599.34
2025-09-01,T16,SKU00002,4,159216.3
2025-10-01,T16,SKU00002,4,155660.24
2025-11-01,T16,SKU00002,3,119450.25
2025-12-01,T16,SKU00002,9,382804.74
2024-01-01,T25,SKU00002,6,253369.18
2024-02-01,T25,SKU00002,6,218584.32
2024-03-01,T25,SKU00002,2,78240.66
2024-05-01,T25,SKU00002,6,229813.28
2024-06-01,T25,SKU00002,8,308405.42
2024-07-01,T25,SKU00002,5,182759.35
2024-08-01,T25,SKU00002,7,287741.58
2024-09-01,T25,SKU00002,8,311308.37
2024-11-01,T25,SKU00002,6,219188.72
2024-12-01,T25,SKU00002,6,238010.35
2025-01-01,T25,SKU00002,8,334096.92
2025-02-01,T25,SKU00002,10,392528.24
2025-03-01,T25,SKU00002,3,114302.49
2025-04-01,T25,SKU00002,6,247868.84
2025-05-01,T25,SKU00002,2,82092.17
2025-06-01,T25,SKU00002,6,250458.52
2025-07-01,T25,SKU00002,3,127002.28
2025-08-01,T25,SKU00002,3,119162.79
2025-09-01,T25,SKU00002,1,40986.72
2025-10-01,T25,SKU00002,7,257780.94
2025-11-01,T25,SKU00002,8,335518.82
2025-12-01,T25,SKU00002,6,243767.25
2024-01-01,T21,SKU00002,7,264551.27
2024-02-01,T21,SKU00002,4,158853.9
2024-03-01,T21,SKU00002,8,309013.39
2024-04-01,T21,SKU00002,8,341443.59
2024-05-01,T21,SKU00002,4,152895.06
2024-06-01,T21,SKU00002,6,254670.53
2024-07-01,T21,SKU00002,2,77441.9
2024-09-01,T21,SKU00002,11,468855.1
2024-10-01,T21,SKU00002,4,166849.6
2024-11-01,T21,SKU00002,3,115195.12
2024-12-01,T21,SKU00002,9,352202.69
2025-01-01,T21,SKU00002,6,241820.91
2025-02-01,T21,SKU00002,7,283995.74
2025-03-01,T21,SKU00002,5,190106.4
2025-04-01,T21,SKU00002,7,258673.78
2025-05-01,T21,SKU00002,6,219117.2
2025-06-01,T21,SKU00002,9,376666.14
2025-07-01,T21,SKU00002,7,283443.42
2025-08-01,T21,SKU00002,3,119187.96
2025-09-01,T21,SKU00002,7,259424.78
2025-11-01,T21,SKU00002,7,254783.22
2025-12-01,T21,SKU00002,5,196206.2
2024-01-01,T11,SKU00002,6,219324.41
2024-02-01,T11,SKU00002,4,146421.8
2024-03-01,T11,SKU00002,5,188885.34
2024-04-01,T11,SKU00002,5,197963.59
2024-05-01,T11,SKU00002,7,264344.25
2024-06-01,T11,SKU00002,7,271428.79
2024-07-01,T11,SKU00002,8,310365.34
2024-08-01,T11,SKU00002,7,264606.59
2024-09-01,T11,SKU00002,4,145573.46
2024-10-01,T11,SKU00002,1,39530.24
2024-11-01,T11,SKU00002,2,84881.08
2024-12-01,T11,SKU00002,9,372742.49
2025-01-01,T11,SKU00002,7,278486.16
2025-02-01,T11,SKU00002,6,241808.41
2025-03-01,T11,SKU00002,10,407275.61
2025-04-01,T11,SKU00002,8,323027.21
2025-06-01,T11,SKU00002,4,151544.04
2025-07-01,T11,SKU00002,6,252562.29
2025-08-01,T11,SKU00002,6,249294.14
2025-09-01,T11,SKU00002,9,360906.59
2025-10-01,T11,SKU00002,6,219899.41
2025-11-01,T11,SKU00002,10,378410.82
2025-12-01,T11,SKU00002,6,243323.03
2024-02-01,T02,SKU00002,8,332565.8
2024-03-01,T02,SKU00002,9,368419.75
2024-04-01,T02,SKU00002,10,376913.57
2024-06-01,T02,SKU00002,8,320350.23
2024-07-01,T02,SKU00002,-8,-311351.27
2024-08-01,T02,SKU00002,7,256417.26
2024-09-01,T02,SKU00002,4,157156.24
2024-10-01,T02,SKU00002,5,197329.75
2024-12-01,T02,SKU00002,10,380903.45
2025-02-01,T02,SKU00002,12,474788.94
2025-04-01,T02,SKU00002,4,156171.31
2025-05-01,T02,SKU00002,6,237868.17
2025-06-01,T02,SKU00002,1,36532.49
2025-07-01,T02,SKU00002,8,323942.05
2025-08-01,T02,SKU00002,5,192947.7
2025-09-01,T02,SKU00002,8,326108.51
2025-10-01,T02,SKU00002,4,164741.94
2025-11-01,T02,SKU00002,6,219296.39
2025-12-01,T02,SKU00002,5,184546.14
2024-01-01,T18,SKU00002,8,294559.36
2024-02-01,T18,SKU00002,6,242832.51
2024-03-01,T18,SKU00002,9,329188.32
2024-04-01,T18,SKU00002,5,184951.94
2024-05-01,T18,SKU00002,5,187709.79
2024-06-01,T18,SKU00002,6,241711.52
2024-07-01,T18,SKU00002,6,242400.46
2024-08-01,T18,SKU00002,3,111171.65
2024-10-01,T18,SKU00002,10,415229.56
2024-11-01,T18,SKU00002,6,226927.32
2024-12-01,T18,SKU00002,12,440552.11
2025-01-01,T18,SKU00002,11,445493.7
2025-02-01,T18,SKU00002,7,270355.41
2025-03-01,T18,SKU00002,6,244265.57
2025-04-01,T18,SKU00002,5,184066.4
2025-05-01,T18,SKU00002,7,260284.63
2025-07-01,T18,SKU00002,5,196901.09
2025-08-01,T18,SKU00002,10,409483.23
2025-09-01,T18,SKU00002,15,639870.18
2025-10-01,T18,SKU00002,10,392473.99
2025-11-01,T18,SKU00002,3,124009.8
2025-12-01,T18,SKU00002,11,433045.66
2024-01-01,T26,SKU00002,10,388487.66
2024-02-01,T26,SKU00002,4,151269.23
2024-03-01,T26,SKU00002,10,388780.42
2024-04-01,T26,SKU00002,7,287974.96
2024-05-01,T26,SKU00002,7,286166.0
2024-06-01,T26,SKU00002,5,188761.11
2024-07-01,T26,SKU00002,9,332249.99
2024-08-01,T26,SKU00002,5,192875.82
2024-09-01,T26,SKU00002,4,159185.64
2024-10-01,T26,SKU00002,5,191812.5
2024-11-01,T26,SKU00002,6,243982.22
2024-12-01,T26,SKU00002,6,224110.41
2025-01-01,T26,SKU00002,5,187799.6
2025-02-01,T26,SKU00002,10,395690.57
2025-03-01,T26,SKU00002,5,195218.77
2025-04-01,T26,SKU00002,9,328550.51
2025-05-01,T26,SKU00002,9,365703.91
2025-07-01,T26,SKU00002,4,154722.36
2025-08-01,T26,SKU00002,9,347777.11
2025-09-01,T26,SKU00002,2,82702.31
2025-10-01,T26,SKU00002,5,196662.72
2025-11-01,T26,SKU00002,5,209593.5
2024-01-01,T05,SKU00002,6,220152.04
2024-02-01,T05,SKU00002,7,294591.31
2024-03-01,T05,SKU00002,4,147768.15
2024-04-01,T05,SKU00002,5,191227.02
2024-05-01,T05,SKU00002,2,81093.26
2024-06-01,T05,SKU00002,8,331896.37
2024-07-01,T05,SKU00002,8,324110.13
2024-08-01,T05,SKU00002,8,313851.95
2024-09-01,T05,SKU00002,7,265813.56
2024-10-01,T05,SKU00002,7,265247.45
2024-11-01,T05,SKU00002,9,384809.97
2024-12-01,T05,SKU00002,7,278817.51
2025-01-01,T05,SKU00002,5,188516.51
2025-02-01,T05,SKU00002,7,263612.19
2025-03-01,T05,SKU00002,8,328240.02
2025-04-01,T05,SKU00002,2,85546.91
2025-05-01,T05,SKU00002,5,182442.79
2025-06-01,T05,SKU00002,10,411227.95
2025-07-01,T05,SKU00002,3,111872.41
